code	posted_on	posted_by	title	body
00029	20080601	racke	Back from LinuxTag	<p>The 14th LinuxTag closed the doors yesterday. We had a lot of interesting talks at the booth, ran a two hour project workshop and discussed Interchange development day and night.</p><p>The Interchange booth featured a banner across the wall, a big Interchange hanging logo, six-page brochures and a monitor running a slide show. It was well received by the visitors and the LinuxTag project team. Visitors from Germany, Great Britain, Italy, Netherlands and other countries were attracted and equipped with an Interchange mug, which was a favorite among the visitors.</p><p>Thanks to everyone who helped Interchange to be present at LinuxTag, especially Jonathan Clark and Gert van der Spoel for covering the expenses. Without their help our presence would be much less notable.</p><p>The second time Interchange exhibited at LinuxTag was a great success and we want to continue this experience next year. We hope to see more developers and users join us in sharing ideas with us. Therefore we will offer 2009 an extended workshop targeted specifically at our users.</p><p>Booth Team:<br>Stefan Hornburg (Germany), Jon Jensen (End Point, USA), Ton Verhagen (Alamerce, Netherlands), Davor Ocelić (Spinlock, Croatia), Jure Kodžoman (Tenalt, Slovenia), Sebastian Kliess (MBS, Germany), Falk Neubert (Ecoservice, Germany).</p><p>Sponsors:<br>Jonathan Clark, Webmaint, Great Britain<br>Gert van der Spoel, Greece/Netherlands</p>
00028	20080521	jon	Interchange 5.6.0 released	<p>The Interchange Development Group is pleased to announce the culmination of over two years of progress with the release of Interchange 5.6.0.</p><p>This is the beginning of a new series of stable releases that are intended for production servers. Thanks to the many people who contributed new features, bug fixes, and gave support on the <a href="/mailman/listinfo/interchange-users">interchange-users</a> mailing list. Notable changes since the Interchange 5.4 series include:</p><ul><li>Perl 5.10.0 and threaded Perl support</li><li>Security fix to Standard demo’s 404 page (<a href="https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2008-2424">CVE-2008-2424</a>)</li><li>Fixed DoS vulnerability from malicious HTTP POST (<a href="https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2008-2423">CVE-2008-2423</a>)</li><li>UTF-8 support (experimental)</li><li>Improvements to PreFork server mode for heavy traffic and faster servers</li><li>New universal “hide” attribute for ITL tags</li><li>New payment modules: Sage, Getitcard, Protx, NetBilling</li><li>New Swish interface that uses native Perl API</li><li>BounceReferrals directive useful for search engine optimization (SEO)</li><li>New SpecialSub weight_callout option for postprocessing shipping weights</li><li>Uniform ActionMap calling interface (changes global ActionMaps)</li><li>Country code top-level domain support for DomainTail</li><li>Improvements to options support</li><li>Better logging and status reporting through changing process command name</li><li>More languages supported in localization data</li></ul><p>... and many more.</p><p>We recommend that all Interchange sites be upgraded to this new version after due testing in each individual environment. Please read the UPGRADE document for information about upgrade procedures and a few incompatible changes introduced by this release. <a href="http://ftp.icdevgroup.org/interchange/5.6/">Download the software</a> now! A detailed change log appears in the Interchange 5.5 development series <a href="http://ftp.icdevgroup.org/interchange/5.5/WHATSNEW">release notes</a>.</p>
00027	20080517	jon	Interchange 5.5.3 development released	<p>The Interchange Development Group is pleased to announce the release of Interchange 5.5.3. We expect this to be the last development release on the road to Interchange 5.6.0. Please take a few minutes to download this development release, install it, test it, and report your experience (along with your operating system, CPU type, Perl version, database, etc.) to the interchange-users mailing list.</p><p>Make sure to read the UPGRADE document for information about upgrade procedures and incompatible changes introduced by this development release.</p><p>Notable changes since Interchange 5.5.2:</p><ul><li>Added control of “upsert” behavior to the database abstraction layer.</li><li>You can now require insert-only or update-only behavior, as well as upsert, which remains the default.</li><li>Allow the table editor to use a different widget type when the data is empty, for example to show a date or time field when a value exists, but a data or time select box if not.</li><li>Removed copied CPAN modules from the extra/ directory:<ul><li>Business::UPS - part of Bundle::InterchangeKitchenSink</li><li>File::Spec - now distributed with Perl itself</li><li>Tie::ShadowHash - part of Bundle::Interchange</li><li>URI::URL - part of Bundle::Interchange</li></ul></li><li>Added a new tool “iclint” for quick-and-dirty ITL syntax checking.</li></ul><p>The software and a more detailed change log are <a href="http://ftp.icdevgroup.org/interchange/5.5/">available here</a>.</p>
00026	20080508	racke	Interchange at LinuxTag 2008!	<p><img src="/img/linuxtag2008.png" align="right" style="padding: 1em" />After a successful exhibition at last year’s LinuxTag 2007, the Interchange Development Group is happy to announce their presence at <a href="http://www.linuxtag.org/2008/en/">LinuxTag 2008</a>.</p> <p>LinuxTag, Europe’s leading exhibition on Linux and Open Source, is expected to attract thousands of visitors ranging from IT managers, developers, system administrators and users of new and existing Open Source solutions.</p><p>The international event (conference languages are English and German) takes place from May 28–31, 2008 at Berlin’s Messezentrum unter dem Funkturm. Interchange is located in hall 7.2a, booth 103.</p><p>Interchange developers from around the globe will gather to:</p><ul><li>Offer presentations<li>Give free advice to users<li>Make general conversation about Interchange</ul><p>Visitors to our booth will get a unique opportunity to:</p><ul><li> Meet with the experts<li> Find out more about Interchange<li> Join the workshop to see what are Interchange’s plans for the future<li> Take a special gift only for Interchange’s users</ul><p>Please let us know in advance if you plan to show up at LinuxTag, as we can arrange free tickets and an individual appointment with you.</p>
00025	20080429	jon	Interchange 5.5.2 development release available	<p>The Interchange Development Group is pleased to announce the release of Interchange 5.5.2.</p><p>You can help improve the next stable version of Interchange by downloading this development release, installing it, testing it, and reporting your experience to the interchange-users mailing list. We anticipate making only minor changes before the release of the next stable version 5.6.0.</p><p>Please read the UPGRADE document for information about upgrade procedures and incompatible changes introduced by this development release.</p><p>Notable changes since Interchange 5.4 include:</p><ul><li>Perl 5.10.0 and threaded Perl support</li><li>Security fix to Standard demo’s 404 page</li><li>Fixed DoS vulnerability from malicious HTTP POST</li><li>UTF-8 support (experimental)</li><li>Improvements to PreFork server mode for heavy traffic and faster servers</li><li>New universal “hide” attribute for ITL tags</li><li>New payment modules: Sage, Getitcard, Protx, NetBilling</li><li>New Swish interface that uses native Perl API</li><li>BounceReferrals directive useful for search engine optimization (SEO)</li><li>New SpecialSub weight_callout option for postprocessing shipping weights</li><li>Uniform ActionMap calling interface (changes global ActionMaps)</li><li>Country code top-level domain support for DomainTail</li><li>Improvements to options support</li><li>Better logging and status reporting through changing process command name</li><li>More languages supported in localization data</li></ul><p>... and many more.</p><p>The software and a more detailed change log are available here:</p><p><a href="http://ftp.icdevgroup.org/interchange/5.5/">http://ftp.icdevgroup.org/interchange/5.5/</a></p>
00024	20070821	racke	Interchange 5.5.1 development release available	<p>The Interchange Development Group is pleased to release Interchange 5.5.1.</p><p>You can help improve the next stable version of Interchange by downloading this<br>development release, installing it, testing it, and reporting your experience to<br>the interchange-users mailing list.</p><p>Downloads are available at:</p><p>http://ftp.icdevgroup.org/interchange/5.5/</p><p>This development branch has a long and stable history, so unlike with most<br>development software, we are comfortable recommending that experienced developers go ahead and use this version for new deployments and even upgrades.</p><p>Please read the UPGRADE document for information about upgrade procedures and incompatible changes introduced by this development release.</p><p>Enjoy!</p>
00023	20070618	racke	New Debian Packages (5.4.2-3)	<p>Apache 1.3 has been removed from Debian unstable, which rendered the libapache-mod-interchange package useless (Debian bug <a href="http://bugs.debian.org/428849">#428849</a>). In answer to this mod_interchange is no longer part of the Debian packages as of the 5.4.2-3 release.</p>
00022	20070613	racke	Debian Packages for Etch	<p>Packages for Debian 4.0 have been uploaded to www.icdevgroup.org for the i386 architecture, allowing users of Etch to conveniently install or upgrade Interchange on their system.  Also this package release offers a few changes: removed unnecessary Debconf dependency from maintainer script, new (Portuguese) and updated (Russian) Debconf translation.</p>
00021	20070405	racke	Interchange goes to LinuxTag!	<p><img src="/img/linuxtag2007.png" align="right" style="padding: 1em" />It’s time for <a href="http://www.linuxtag.org/2007/en/">LinuxTag 2007</a>, Europe’s leading Linux and Open Source event, and we at Interchange have been invited to operate our own booth alongside other great Open Source projects.  This year’s Linuxtag will run from the 30th May through the 2nd June and will be held in Berlin, Germany.</p><p>Interchange core developers from all over Europe will be on hand to offer presentations, consultations, and just general conversation about Interchange. Visitors to our booth will get the opportunity to meet with the experts and find out more about Interchange and what it has to offer.</p>
00020	20070227	kwalsh	Ron Phipps joins the Interchange core team	<p>The Interchange development group has welcomed Ron Phipps to its core team. Ron, an Interchange user since late 2000, has been listed as a contributor for quite some time. He has donated a fair amount of patches to Interchange, so it’s good to finally have him join us as an official member of the Interchange development group.</p>
00019	20070207	racke	Interchange 5.4.2 released	<p>The Interchange Development Group is pleased to announce the release of Interchange 5.4.2, the latest production-ready version of our web application server. This is a maintenance release and upgrading from Interchange 5.4.0 should present no compatibility problems.</p><p>The main changes are:</p><ul><li>Fixed a DoS exploit caused by carefully crafted HTTP POST requests (<a href="https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2007-2635">CVE-2007-2635</a>).</li><li>Worked around apparent Perl bug that allowed code called by DispatchRoutines to overwrite the routines arrays themselves.</li><li>Fixed [sql-quote] sub-tag of the [query] tag, which didn’t work for multi-line column data.</li><li>Fixed masking of unencrypted credit card numbers to work with a custom MV_CREDIT_CARD_INFO_TEMPLATE that does not match the regexp. Also fixed the regexp so it removes the CVV2 value from the unencrypted data.</li><li>Fixed shipping problem with the temporary mv_shipping cart, which could cause trouble in cart recalculations.</li><li>Made get_option_hash return a copy when passed a reference.</li><li>Don’t run check_sub on POSTAUTH for Linkpoint.</li><li>Made &amp;and and &amp;or profile commands work when alone on a line between two profile checks.</li><li>Increased XHTML compatibility and fixed some CSS.</li><li>Various admin, Standard demo, and Debian package fixes.</li></ul>
00018	20060828	racke	New Developers pajamian and thunder	<p>Two new developers recently joined the ICDEVGROUP, Peter Ajamian aka pajamian and Gert van der Spoel aka thunder.</p><p>Peter Ajamian is originally from Southern California and now resides in New Zealand. His Interchange experience dates back till 2002. He helped out several people on the mailing list and supplied a couple of patches for Interchange. Peter’s first submission as an Interchange developer was the integration of the NetBilling payment gateway.</p><p>Gert van der Spoel is a Dutch developer who started with Interchange in 1999. Gert freshly opened up a company in Greece. He contributed the Greek translation for the UI and plans to work on the UTF-8 integration for Interchange.</p><p>Both are regulars on the #interchange IRC channel.</p>
00017	20060526	jon	Interchange 5.4.1 released	<p>The Interchange Development Group is pleased to announce the release of Interchange 5.4.1, the latest production-ready version of our web application server. This is a maintenance release and upgrading from Interchange 5.4.0 should present no compatibility problems.</p><p>The main changes are:</p><ul><li>Fixed bugs in the ITL parser that can cause an infinite loop when malformed ITL opening tags are encountered.</li><li>Fixed a regression in htmlarea widget which kept it from working with Internet Explorer and browsers claiming to be compatible.</li><li>Fixed a profile parsing bug when a comment immediately precedes the __NAME__ identifier.</li><li>Check for “GoogleBot”, rather than just “Google”, in the default RobotUA list, to prevent confusion with other UA values such as “GoogleToolbar”.</li><li>Improvements to Linkpoint and VeriSign payment modules.</li><li>Support recent versions of mod_perl 2 in Interchange::Link.</li><li>Updated UPS Postal rates in Standard demo’s shipping tables.</li><li>Numerous minor bugfixes in core code, tags, the admin, and the Standard demo.</li></ul>
00016	20060328	docelic	Improved search system on www.icdevgroup.org	<p>We’ve improved the searching functionality on our site, http://www.icdevgroup.org/. For example, try searching for ‘DisplayErrors’ or ‘html2text’; you’ll notice the result category name in the first column, and an extended description field.</p><p>For mailing list posts, the mentioned system will also print the date.</p><p>The majority of work was done by Stefan Hornburg (Racke).</p><p>Have fun!</p>
00015	20060327	docelic	[/page] and [/order] macros	<p>Among other incompatible changes we’re preparing for the Interchange 6.0 release, there is one worth the final reminder.</p><p>Namely, we’ve removed the [/page] and [/order] macros which were with us for a very long time and do make a piece of Interchange history.</p><p>The intention to remove them was known a couple of releases back. So if you happen to have used the two macros, replace both of them with a literal <i>&lt;/a&gt;</i>.</p><p>Have fun!</p>
00014	20060325	docelic	XMLDOCS documentation	<p>For everyone tracking the development of our new documentation (XMLDOCS), it is my pleasure to say we have Interchange pragmas, filters and config directives almost completely documented.</p><p>The work on reference pages will now focus on the two areas left, namely ITL tags (harder, and more important) and variables (easier, and less important).</p>
00013	20060131	jon	Development tree notice	<p>We want to make you aware that as of Jan. 30, 2006, some changes that break compatibility with previous versions of Interchange have been made to the development version of Interchange in our CVS repository, which is also the source for our downloadable nightly builds.</p><p>You should consult the UPGRADE document before putting this in production, and you should check it frequently for changes that might affect your installation. We always strive for the highest compatibility in the stable branch, so stick with Interchange 5.4.x releases to be safe.</p>
00012	20051231	jon	Interchange 5.4 release	<p>The Interchange Development Group is pleased to announce the release of Interchange 5.4, the latest production-ready version of our web application server. Of the many changes, a few highlights include:</p><ul><li>Improved pre-fork server model supports even higher traffic.</li><li>Extensible architecture improvements allow more customization as well as removal of unneeded capabilities.</li><li>AccumulateCode capability enables more efficient use of memory for production systems.</li><li>Email enhancements include easy attachment of HTML and files, and development-mode interception of outgoing mail.</li><li>Cart triggers allow custom subroutines to be executed whenever the cart changes.</li><li>Better internal XHTML support.</li><li>New $Row object provides access to the current list row in embedded Perl.</li><li>DispatchRoutines allows inserting initialization routines without modifying the core.</li><li>New demo application called “Standard” improves upon the previous “Foundation” demo.</li><li>More payment gateways supported, including an interface to CPAN’s Business::OnlinePayment.</li><li>More languages are supported by the admin UI.</li><li>Of course, many other feature enhancements and bugfixes.</li></ul><p>The software and a more detailed change log are available here:</p><p>http://ftp.icdevgroup.org/interchange/5.4/</p><p>Cryptographic hashes for interchange-5.4.0.tar.gz:</p><p>MD5: def855c7cfca000ad41f44cd4db83476<br>SHA1: 04acdc39e8ae5d5ba68708b3d1469b0a675deeda</p><p>We recommend that this version be used for new development. Many users of earlier versions of Interchange will want to consider upgrading to Interchange 5.4 after testing it for suitability with their catalogs in a development environment.</p><p>We’d also like to call your attention to the new Interchange website at http://www.icdevgroup.org/ which also links to the new developer documentation (“xmldocs”).</p><p>Questions should be directed to the Interchange user discussion mailing list:</p><p>interchange-users at icdevgroup.org</p><p>We hope you enjoy using Interchange and find it as useful as we do.</p>
00011	20051212	docelic	Interchange 5.3.3 developer release	<p>Interchange 5.3.3 (development version) has been released as the overture for our upcoming stable release Interchange 5.4.</p>
00010	20051212	docelic	New ICDEVGROUP website	<p>We are in the process of beta testing our new website. Please direct your comments or questions to docelic@icdevgroup.org.</p><p>Some of the services might be inaccessible or not working properly during this transition period; we apologize for any inconvenience.</p><p>The website should go into full service by the time of Interchange 5.4 release announcement.</p>
00008	20070808	racke	Bug Squashing Party	<p>The first Bug Squashing Party in July was a moderate success, fixing about 10 problems. The next starts tomorrow, the 9th August at 8:00 UTC and lasts till 10th August, 23:00 UTC. Join us on IRC for more instructions.</p>
00006	20051123	jon	Interchange 5.3.2 beta release available	<p>The Interchange Development Group is pleased to release Interchange 5.3.2, our first beta test version on the way to upcoming stable version 5.4.</p><p>You can help improve the next version of Interchange by downloading this beta release, installing it, testing it, and reporting your experience to the interchange-users mailing list.</p><p>Downloads are available at:</p><p>http://ftp.icdevgroup.org/interchange/5.3/</p><p>This development branch has a long and stable history, so unlike with most beta software, we are comfortable recommending that experienced developers go ahead and use this version for new deployments and even upgrades.</p><p>Enjoy!</p>
B001	20051108	Erik Fantasia	PayPal Pro Payments Module	<p>I’ve just completed a payment module for PayPal’s Website Pro Payments using SOAP::Lite and with full support for both the “Express Checkout” and “Direct Payment” methods. It’s available for download, with instructions, at <a href="https://erikfantasia.wordpress.com/paypal/">https://erikfantasia.wordpress.com/paypal/</a>.</p>
00005	20051018	jon	Interchange 5.4 (stable) release schedule	<p>The Interchange Development Group would like to announce the schedule we have planned to release Interchange 5.4, the next stable version, by the end of the year.</p><p>Starting immediately, we encourage use of the nightly builds as “alpha releases” to see what’s coming. A new build is available every day at:</p><p>http://ftp.icdevgroup.org/interchange/nightly_build/</p><p>Then some milestones leading to Interchange 5.4:</p><p>November 7:<ul><li>Feature freeze begins</li><li>Release Interchange 5.3.2 (beta 1)</li><li>Encourage its use for new projects (the core team has already been using it for some time)</li></ul><p>November 28:<ul><li>Code freeze begins — only patches for serious bugs or problems accepted</li><li>Release Interchange 5.3.3 (beta 2)</li></ul><p>December 12-16:<ul><li>Build and test final release packages</li></ul><p>December 19:<ul><li>Release Interchange 5.4.0</li><li>Make public announcements</li></ul><p>We will appreciate any help you can lend with testing and feedback.</p><p>Thanks!</p>
B002	20030130	jon	Interchange 4.8.7 released	<p>Interchange 4.8.7 has been released! You can <a href="/i/dev/download">download</a> it now. This latest version in the stable Interchange 4.8 branch is primarily a bugfix release that fixes problems with version 4.8.6 and includes a few minor new features.</p><p>We recommend that users of earlier Interchange 4.8 releases upgrade to this version. New users should generally use the latest build of Interchange 4.9 instead, to be ready for the upcoming Interchange 5.0 release which has many improvements over Interchange 4.8.</p>
B003	20020925	jonc	Interchange 4.9.3 Nightly Build Available	<p>There is now a nightly build of Interchange 4.9.3 <a href="https://ftp.interchangecommerce.org/interchange/nightly_build/">available as a tarball</a>.</p><p>This is automatically built from the latest CVS of the development branch of Interchange at approximately 7:00am EDT.<p></p>It should be stressed that 4.9.3 is a development version, although it is quite stable (particularly the public facing side) and in production use in a number of places.</p>
B004	20020818	mheins	Interchange 4.8.6 released — IMPORTANT upgrade	<p>Interchange 4.8.6 has been released! You can <a href="/i/dev/download">download</a> it now. This is an important update, for there was a security hole found in all versions of Interchange and Minivend that allowed an attacker to read arbitrary files (but not write). Vulnerability database ID <a href="https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2002-0874">CVE-2002-0874</a> has been assigned.</p><p>If you cannot upgrade immediately, it is <strong>very important</strong> that you employ the workaround that can be found in <a href="/pipermail/interchange-users/2002-August/024350.html">this message</a>.</p><p>See a full list of recent changes in the <a href="https://ftp.interchangecommerce.org/interchange/WHATSNEW">WHATSNEW</a> file.</p>
J005	20020722	mheins	Interchange 4.9.1 alpha released	<p>We’re pleased to release the first alpha test version of Interchange 4.9.</p><p>If you’d like to see where we’re headed for the next major release of Interchange, help test it, marvel at possibly broken software, test your catalogs under a bleeding-edge version of Interchange, and report bugs, please download a copy and try it out on a spare machine.</p><p><b>Please note:</b> We do not recommend using this software for production sites, and we certainly do not recommend anyone upgrade from an earlier version to this test release. You have been warned.</p><p>Those who remain undaunted can <a href="/i/dev/download">download</a> the standard cross-platform tarball, RPMs for Red Hat Linux 7.2 and 7.3 (which may also work on other RPM-based Linux distributions), a source RPM for building your own RPMs, and eventually Debian packages too.</p><p>A full list of recent changes appears in the <a href="https://ftp.interchangecommerce.org/interchange/4.9/WHATSNEW">WHATSNEW</A> file.</p><p>We’d love to have you report back to the interchange-users mailing list with any questions, comments, patches, etc.</p>
J004	20020506	mheins	Interchange 4.8.5 released	<p>Interchange 4.8.5 has been released! You can <a href="/i/dev/download">download</a> it now. This fixes a bug with order email in the short-lived 4.8.4 release.</p><p>See a full list of recent changes in the <a href="https://ftp.interchangecommerce.org/interchange/4.8/WHATSNEW">WHATSNEW</a> file.</p><p>There are also new RPM packages of CPAN modules that Interchange uses, built for Red Hat Linux 7.2.</p>
J003	20020502	mheins	Interchange 4.8.4 patch	<p>A bug in the order email routine in Interchange 4.8.4 has been found. Until version 4.8.5 is released, please <a href="https://web.archive.org/web/20021112183211/http://www.icdevgroup.org/doc-4.8/patch4.8.4.txt">apply this patch</a> before using 4.8.4.</p>
J002	20020430	mheins	Interchange 4.8.4 released	<p>Interchange 4.8.4 has been released! You can <a href="/i/dev/download">download</a> it now. This release includes many improvements. Some of the more important are:</p> <ul> <li>Updated Bank of America, Skipjack, iTransact, and AuthorizeNet payment modules</li> <li>Fixed cgi and value filters</li> <li>Prevent converting exchange rates twice for shipping</li> <li>Prevent stale &amp;fail and &amp;success values in profile checks</li> <li>Avoid potential security problem if unsafe email address passed to Vend::Util::send_mail</li> <li>Pass only first 5 digits of ZIP code to UPS, as they require</li> <li>Fixed permissions checks in several UI pages</li> <li>Fixed funny bug in date widget that occurred only on 29th through 31st days of month</li> <li>Removed personal CSS from preferences in UI</li> <li>Fix some minor problems with Foundation under Oracle</li> <li>Pass mv_successpage from login page in Foundation</li> <li>Handle here documents in locale configuration</li> <li>New MV_CHARSET locale setting</li> <li>Several Quickbooks extension improvements</li> <li>Improved expire script</li> <li>Updated Debian and RPM packaging</li> </ul> <p>See the full list of changes in the <a href="https://ftp.interchangecommerce.org/interchange/4.8/WHATSNEW">WHATSNEW</a> file.</p><p>There are also new RPM packages of CPAN modules that Interchange uses, built for Red Hat Linux 7.2.</p>
A000038	20011204	mheins	Updates to the Developers Site	<p>We’ve made a few changes and fixes to this site over the past few days: The Feature Wishlist and Documentation Annotation are now working again. The account functionality is finished, so go ahead and create an account and log in. Once you’re logged in, there is some new Developer Project Management functionality to help you with your Interchange projects. There are many much-needed overhauls in the works, so stay tuned.</p>
A000035	20011128	mheins	Interchange Application Server WebCast	<p>A WebCast will take place on Dec. 12th, 2001 at 2:00PM, detailing the use of Interchange as a Web Application Server, and how this can benefit your business. Don’t miss this exciting opportunity to find out about the full potential of Interchange! Please fill out a <a href="http://redhat1.rgc2.net/servlet/website/ResponseForm?koEUV-UV3LI7ii3LIJHlm-3.268">WebCast Registration form</a>.</p>
J001	20011128	mheins	Interchange 4.8.3 released	<p>Interchange 4.8.3 is now available! You can <a href="/i/dev/download">download</a> it now. This release includes many improvements. Some of the more important are:</p> <ul> <li>Bank of America payment module added</li> <li>New admin UI locales for Hebrew, Japanese, and Brazilian Portuguese</li> <li>Fix crash of page servers in PreFork mode</li> <li>Changes to limit exposure to cross-site JavaScript vulnerabilities</li> <li>Fix frac_digits rounding problem when using no fractional digits</li> <li>Workaround for FreeBSD’s stock Perl $0 handling</li> <li>Documentation improvements (ictags, ic_ecommerce, ic_howto_cvs)</li> <li>New filter restrict_html and "filter" order check type</li> </ul> <p>See the full list of changes in the <a href="https://ftp.interchangecommerce.org/interchange/4.8/WHATSNEW">WHATSNEW</a> file.</p>
A000033	20011119	mheins	WebTechniques reviews Red Hat E-Commerce Suite	<p><a href="https://web.archive.org/web/20011214151406/http://www.webtechniques.com/archives/2001/12/stratrevu/">WebTechniques reviews</a> the Red Hat E-Commerce Suite. Charlie Cho looks at the whole package, which includes Interchange, PostgreSQL, Stronghold, and Red Hat Linux, and is pretty upbeat about what he sees.</p>
A000031	20011108	mheins	ZDNet Review of the Red Hat E-Commerce Suite	<p>ZDNet has <a href="https://web.archive.org/web/20011125113746/http://www.zdnet.com/products/stories/reviews/0,4161,2823108,00.html">reviewed the E-Commerce Suite</a> which is powered by Interchange. Jonathan Blackwood concludes that it’s a “slick, well thought out and comprehensive solution that’s well worth your consideration.”</p>
A000029	20011016	mheins	Linux-Magazin (German) Interchange article	<p>Dennis Schön of <a href="https://www.cobolt.ch/">Cobolt NetServices</a> has written an <a href="https://web.archive.org/web/20011110235652/http://www.linux-magazin.de/ausgabe/2001/10/Interchange/interchange.html">excellent overview of Interchange</a> for the October 2001 issue of the German language <a href="https://www.linux-magazin.de/">Linux-Magazin</a>. He covers the overall design, installation, catalogs, session management, tag language and inline Perl, and the web admin.</p>
A000026	20010924	mheins	Red Hat E-commerce Suite available for purchase	<p>The Red Hat E-commerce Suite combines the features of Interchange, Secure Apache Web Server, and the Red Hat Database. Together these will help you build and manage your e-commerce applications more rapidly, conveniently, and cost effectively. Also included is CommerceLauncher, a new web-based tool that will get your E-commerce site up and running within a matter of minutes. <a href="https://web.archive.org/web/20011111064413/http://www.redhat.com/software/ecommerce/suite/">Learn more</a> about this product.</p>
A000024	20010920	mheins	Upcoming Webcast on Interchange	<p>Mike Heins and David Adams will <a href="/pipermail/interchange-announce/2001/000018.html">conduct a Webcast</a> on Interchange, usertags, and IPC/SOAP on Thursday, Sept. 27, 2001. It is free of charge and there will be time for Q&amp;A.</p>
A000025	20010920	mheins	IDC white paper on Red Hat e-commerce available	<p>Michele Rosen, a Research Manager in IDC’s Application Development &amp; Deployment Group, is the author of the recently published IDC white paper <a href="http://rsp.rgc2.net/servlet/website/ResponseForm?koE.2693wyLnaw">Red Hat Delivers Open Source E-Commerce</a>. It’s available in PDF format for free download to those who respond to a few questions.</p>
A000023	20010919	mheins	Interchange 4.8.2 released	<p>Interchange 4.8.2 is now available! You can <a href="/i/dev/download">download</a> it now. This release includes many improvements to the admin UI localization, a few minor feature enhancements, and several bugfixes. See the full list of changes in the <a href="https://ftp.interchangecommerce.org/interchange/4.8/WHATSNEW">WHATSNEW</a> file.</p>
A000022	20010814	mheins	Printed Interchange documentation available	<p>Printed, bound Interchange documentation is now available! These books are brand new for version 4.8 and are much more complete and helpful than older docs. <a href="https://web.archive.org/web/20020201184029/http://www.redhat.com/services/consulting/web_infra/interchangedocs.html">Purchase a copy</a> of your very own.</p>
A000020	20010813	mheins	Interchange 4.8.1 released	<p>Interchange 4.8.1 is now available! A list of new features is in the <a href="https://ftp.interchangecommerce.org/interchange/4.8/WHATSNEW">WHATSNEW</a> file. This site is running on Interchange 4.8. You can <a href="/i/dev/download">download it now</a>. Be sure to check out <a href="/i/dev/demo">the demo</a> on demo space 3.</p>
A000019	20010726	mheins	Interchange 4.7.7 beta released	<p>A new beta release leading to Interchange 4.8 is now available. You can check it out from CVS or <a href="/i/dev/download">download packages</a>. A list of new features is in the WHATSNEW file. This site is running on Interchange 4.7.x. You can also check out <a href="/i/dev/demo">the demo</a> on demo space 3, and some updated docs can be found.
A000018	20010718	mheins	Interchange 4.7.6 beta released	<p>The first beta release leading to Interchange 4.8 is now available. The <a href="/pipermail/interchange-announce/2001/000014.html">release announcement</a> summarizes some of the important new features. You can check it out from CVS or <a href="/i/dev/download">download packages</a>. There is a long list of new features in the WHATSNEW file. This site is running on Interchange 4.7.x. You can also check out <a href="/i/dev/demo">the demo</a> on demo space 3, and some updated docs can be found.</p>
A000017	20010703	mheins	Development release of Interchange 4.7.5	<p>You can try out the latest alpha-test version of the 4.7 development branch of Interchange by checking it out from CVS, or by downloading the latest from <a href="https://ftp.interchangecommerce.org/interchange/">the download site</a>. There is a long list of new features in the WHATSNEW file. This site is running on Interchange 4.7.x. You can also check out <a href="/i/dev/demo">the demo</a> on demo space 3, and some updated docs can be found.</p>
A000016	20010616	mheins	Development release of Interchange 4.7.4	<p>You can try out the latest alpha-test version of the 4.7 development branch of Interchange by checking it out from CVS, or by downloading the latest from <a href="https://ftp.interchangecommerce.org/interchange/">the download site</a>. There is a long list of new features in the WHATSNEW file. This site is running on Interchange 4.7.x. You can also check out <a href="/i/dev/demo">the demo</a> on demo space 3, and some updated docs can be found.</p>
A000014	20010612	mheins	Interchange Training Classes	<p>Red Hat offers formal Interchange training courses. <a href="https://web.archive.org/web/20010802143233/http://www.redhat.com/training/ebusiness/courses/ic123.html">IC123</a> is suitable for a new Interchange developer. <a href="https://web.archive.org/web/20010803053938/http://www.redhat.com/training/ebusiness/courses/ic044.html">IC044</a> is aimed at e-commerce beginners, well suited for the clients of Interchange developers.</p>
A000015	20010612	mheins	Development release of Interchange 4.7.3	<p>You can try out the alpha-test version of the new 4.7 branch of Interchange by checking it out from CVS, or by downloading the latest from <a href="https://ftp.interchangecommerce.org/interchange/">the download site</a>. There is a long list of new features in the WHATSNEW file. This site is running on Interchange 4.7.x. You can also check out <a href="/i/dev/demo">the demo</a> on demo space 3, and some updated docs can be found.</p>
A000012	20010510	mheins	Development release of Interchange 4.7.2	<p>You can try out the alpha-test version of the new 4.7.x branch of Interchange by checking out with CVS tag DEV_4_7_0, or by downloading the latest from <a href="https://ftp.interchangecommerce.org/interchange/">the download site</a>. There is a long list of new features in the WHATSNEW file. This site is running on Interchange 4.7.x. You can also check out <a href="/i/dev/demo">the demo</a> on demo space 3, and some updated docs can be found.</p>
A000002	20010417	mheins	Interchange 4.6.5 released	<p>Interchange 4.6.5 is <a href="/i/dev/download">now available for download</a>. This release fixes an important security problem in two admin back-office pages and fixes a few minor bugs. Several different packages are available: the standard gzipped tar distribution; an RPM for Red Hat Linux 7; an RPM for Red Hat Linux 6 and Linux Mandrake; and Debian GNU/Linux packages.</p>
